rna_chr	rna_bgn	rna_end	id	rna_strand	dna_chr	dna_start	dna_end	dna_strand	gene_name	gene_type
chr3	145764350	145764377	159798	+	chr7	139505635	139505660	-	-1	-1
chr3	88636323	88636350	37227	+	chr4	149918473	149918500	+	-1	-1
chr3	88624011	88624038	35355	+	chr6	114172283	114172309	-	-1	-1
chr3	14585359	14585387	51307	+	chr3	15197645	15197671	-	-1	-1
chr3	133552799	133552827	42953	+	chr3	138814671	138814697	+	-1	-1
chr3	145590843	145590870	196960	+	chr3	145654568	145654593	-	-1	-1
chr3	58554179	58554205	148407	+	chr6	84099457	84099482	+	-1	-1
chr3	101037872	101037899	5815	+	chr3	144150572	144150597	+	-1	-1
chr3	138841032	138841060	216592	+	chr3	140417744	140417770	-	-1	-1
chr3	89018984	89019012	145572	+	chr9	55210051	55210077	+	-1	-1
chr3	135529018	135529045	86130	+	chr5	150885471	150885498	+	-1	-1
chr3	66985726	66985753	202541	+	chr3	66022510	66022535	-	-1	-1
chr3	89005893	89005920	68779	+	chr9	65775362	65775388	+	-1	-1
chr3	104865313	104865341	240136	+	chr14	86861562	86861588	+	-1	-1
chr3	5860635	5860662	133875	+	chr6	129640472	129640499	-	-1	-1
chr3	103067041	103067068	89554	+	chr8	91058836	91058862	-	-1	-1
chr3	138154876	138154903	165903	+	chr3	136793151	136793177	-	-1	-1
chr3	95457993	95458020	10565	+	chr17	45003161	45003187	+	-1	-1
chr3	68556147	68556174	174833	+	chr2	23321491	23321517	+	-1	-1
chr3	31044359	31044386	95250	+	chr14	9250538	9250564	+	-1	-1
chr3	32520104	32520131	171971	+	chr7	25268252	25268279	-	-1	-1
chr3	135515282	135515309	99110	+	chr3	133616738	133616765	-	-1	-1
chr3	103049378	103049405	210707	+	chr3	102717924	102717950	+	-1	-1
chr3	95652514	95652541	113472	+	chr17	66221595	66221621	-	-1	-1
chr3	96559818	96559845	113749	+	chr10	81142130	81142156	+	-1	-1
chr3	129607461	129607488	108063	+	chr3	47955082	47955109	-	-1	-1
chr3	89537830	89537857	32891	+	chr3	89241466	89241491	-	-1	-1
chr3	87010994	87011021	222074	+	chr7	96736598	96736624	+	-1	-1
chr3	104943283	104943310	99391	+	chr17	63149290	63149315	-	-1	-1
chr3	88045343	88045370	112116	+	chr3	88040046	88040072	+	-1	-1
chr3	58546571	58546598	162924	+	chr2	8477011	8477037	-	-1	-1
chr3	67340849	67340876	57981	+	chr2	147010513	147010539	+	-1	-1
chr3	152222177	152222204	189220	+	chr3	144410728	144410755	-	-1	-1
chr3	138895326	138895353	225505	+	chr3	133111019	133111045	-	-1	-1
chr3	89720137	89720164	178250	+	chr11	118224087	118224113	-	-1	-1
chr3	152742822	152742849	195228	+	chr3	153264825	153264850	-	-1	-1
chr3	145159589	145159616	236545	+	chr3	149183551	149183577	-	-1	-1
chr3	80735336	80735363	160649	+	chr8	23595273	23595299	+	-1	-1
chr3	137927320	137927347	19671	+	chr5	14521744	14521770	-	-1	-1
chr3	95820798	95820824	85914	+	chr3	95860019	95860044	+	-1	-1
chr3	157536493	157536519	58096	+	chr2	144264612	144264638	+	-1	-1
chr3	32522695	32522722	164015	+	chr3	32091608	32091634	+	-1	-1
chr3	102085543	102085570	66344	+	chr14	9438475	9438501	+	-1	-1
chr3	90308524	90308551	207859	+	chr3	90482738	90482763	-	-1	-1
chr3	89747831	89747857	245380	+	chr3	89536329	89536356	+	-1	-1
chr3	96580727	96580754	249681	+	chr3	90695264	90695290	-	-1	-1
chr3	144582564	144582591	209938	+	chr5	5298581	5298606	+	-1	-1
chr3	5860695	5860721	20329	+	chr15	67544194	67544220	-	-1	-1
chr3	5860695	5860722	161836	+	chrX	23007418	23007444	+	-1	-1
chr3	31049626	31049653	230602	+	chr9	35209816	35209842	+	-1	-1
chr3	31033211	31033238	117359	+	chr3	30214067	30214092	+	-1	-1
chr3	86083612	86083638	161452	+	chr4	40048036	40048063	+	-1	-1
chr3	95474695	95474723	135267	+	chr7	94530690	94530716	-	-1	-1
chr3	69736632	69736658	34205	+	chr16	85051147	85051174	+	-1	-1
chr3	94447673	94447699	174318	+	chr12	110278990	110279016	-	-1	-1
chr3	88908840	88908867	244915	+	chr17	35236272	35236297	+	-1	-1
chr3	96270040	96270067	109080	+	chr17	3795399	3795425	+	-1	-1
chr3	106012630	106012657	155976	+	chr12	54920615	54920640	+	-1	-1
chr3	152212151	152212178	221859	+	chr3	152345483	152345509	-	-1	-1
chr3	88692622	88692648	228796	+	chr5	129780683	129780709	-	-1	-1
chr3	90360009	90360036	238359	+	chr11	109282594	109282620	-	-1	-1
chr3	152227689	152227716	215366	+	chr6	148975636	148975661	-	-1	-1
chr3	94876201	94876228	55213	+	chr2	166828678	166828704	+	-1	-1
chr3	83046832	83046859	90423	+	chr1	69793224	69793250	+	-1	-1
chr3	32520487	32520513	102832	+	chr3	32710847	32710873	+	-1	-1
chr3	96249777	96249804	94702	+	chr2	169637576	169637602	-	-1	-1
chr3	62947110	62947133	239346	+	chr11	60479228	60479255	-	-1	-1
chr3	95685472	95685499	78643	+	chr7	79545374	79545400	-	-1	-1
chr3	86358647	86358674	239979	+	chr3	86260156	86260182	+	-1	-1
chr3	129554997	129555024	146901	+	chr4	136654096	136654122	+	-1	-1
chr3	130307572	130307599	155953	+	chr13	38469846	38469872	+	-1	-1
chr3	156635290	156635317	100938	+	chr4	107461918	107461944	+	-1	-1
chr3	91154898	91154925	36106	+	chr1	161606010	161606036	+	-1	-1
chr3	86099898	86099925	182225	+	chr3	85573036	85573061	+	-1	-1
chr3	86661992	86662018	176391	+	chrX	20892485	20892511	-	-1	-1
chr3	96737257	96737284	186380	+	chr3	96405878	96405903	+	-1	-1
chr3	96759744	96759770	201573	+	chr3	122375827	122375853	-	-1	-1
chr3	104794554	104794581	13197	+	chr3	104795939	104795965	+	-1	-1
chr3	103342526	103342552	31611	+	chr3	152210382	152210407	+	-1	-1
chr3	113631998	113632025	243848	+	chr3	113649257	113649282	+	-1	-1
chr3	145882066	145882092	67979	+	chr3	144511219	144511246	-	-1	-1
chr3	138880788	138880814	10079	+	chr3	90661229	90661255	+	-1	-1
chr3	89715177	89715204	19173	+	chr2	28883582	28883607	+	-1	-1
chr3	40950243	40950270	207567	+	chr3	37445689	37445715	+	-1	-1
chr3	103914989	103915016	184622	+	chr9	59319413	59319439	+	-1	-1
chr3	31032256	31032283	67021	+	chr13	52198636	52198662	-	-1	-1
chr3	104781633	104781660	29010	+	chr5	88833816	88833843	+	-1	-1
chr3	89715915	89715942	101631	+	chr3	37038484	37038511	-	-1	-1
chr3	5860681	5860708	182050	+	chr1	23460136	23460162	-	-1	-1
chr3	5860681	5860708	128821	+	chr6	30259745	30259771	-	-1	-1
chr3	145118875	145118902	84809	+	chr5	149951499	149951525	-	-1	-1
chr3	88690015	88690041	110503	+	chr3	26960814	26960840	+	-1	-1
chr3	90306767	90306793	141679	+	chr3	90108836	90108862	+	-1	-1
chr3	152222210	152222236	119573	+	chr16	85002606	85002632	+	-1	-1
chr3	129552497	129552524	14516	+	chr3	108895160	108895186	-	-1	-1
chr3	31098153	31098179	227334	+	chr3	30239387	30239413	+	-1	-1
chr3	145938387	145938413	223102	+	chr18	9383544	9383569	-	-1	-1
chr3	5860677	5860703	84505	+	chr4	85778123	85778147	-	-1	-1
chr3	5860677	5860704	222480	+	chr16	34000535	34000561	-	-1	-1
chr3	31030063	31030089	205265	+	chr3	41305592	41305617	-	-1	-1
chr3	36082203	36082229	237975	+	chr1	111713910	111713937	+	-1	-1
chr3	103993706	103993732	164000	+	chr16	31589365	31589390	-	-1	-1
chr3	137018537	137018563	182943	+	chr3	137797337	137797363	-	-1	-1
chr3	55119075	55119101	214818	+	chr9	121240985	121241012	+	-1	-1
chr3	88851629	88851655	163153	+	chr8	66768019	66768045	-	-1	-1
chr3	95930455	95930481	171058	+	chr4	137649081	137649107	-	-1	-1
chr3	31037017	31037043	168007	+	chr3	24569965	24569991	+	-1	-1
chr3	95790871	95790897	208406	+	chr15	59022569	59022594	-	-1	-1
chr3	127562848	127562875	178970	+	chr19	59007360	59007386	+	-1	-1
chr3	157538603	157538629	163162	+	chr8	109806443	109806469	-	-1	-1
chr3	103039799	103039826	68805	+	chr3	141978018	141978044	-	-1	-1
chr3	129540075	129540101	161357	+	chr3	144678827	144678854	-	-1	-1
chr3	88586740	88586767	96601	+	chr10	123126081	123126107	-	-1	-1
chr3	67112140	67112167	190526	+	chr3	156453203	156453229	-	-1	-1
chr3	88794928	88794955	77130	+	chr3	83782251	83782277	+	-1	-1
chr3	103043192	103043219	241152	+	chr11	49715081	49715107	-	-1	-1
chr3	41130280	41130309	45522	+	chr11	104460732	104460755	+	-1	-1
chr3	95315295	95315322	8225	+	chr2	82026676	82026702	-	-1	-1
chr3	101605651	101605678	6686	+	chr3	101605276	101605302	-	-1	-1
chr3	157535244	157535271	96546	+	chr10	79913603	79913629	+	-1	-1
chr3	145145916	145145940	155491	+	chr12	35667323	35667349	-	-1	-1
chr3	152224969	152224995	211962	+	chr6	74464955	74464981	-	-1	-1
chr3	137925092	137925119	153449	+	chr3	137914980	137915005	+	-1	-1
chr3	88532464	88532491	3384	+	chr17	26108464	26108490	-	-1	-1
chr3	104784296	104784322	172000	+	chr6	92717621	92717647	+	-1	-1
chr3	103165185	103165212	179959	+	chr13	86595054	86595079	+	-1	-1
chr3	127562984	127563011	153073	+	chr19	55459888	55459913	-	-1	-1
chr3	89056640	89056666	18519	+	chr3	31307913	31307939	-	-1	-1
chr3	90063907	90063935	181040	+	chr9	122048527	122048553	+	-1	-1
chr3	67286532	67286560	141648	+	chr3	67291148	67291174	-	-1	-1
chr3	95631322	95631348	175065	+	chr8	33925819	33925844	-	-1	-1
chr3	105315104	105315131	99944	+	chr14	65820054	65820080	+	-1	-1
chr3	95942611	95942638	80402	+	chr3	125583927	125583953	-	-1	-1
chr3	57737020	57737047	58514	+	chr14	66252684	66252710	+	-1	-1
chr3	67221256	67221283	36015	+	chr9	120559896	120559923	-	-1	-1
chr3	103282773	103282799	14764	+	chr10	121818302	121818327	+	-1	-1
chr3	95715403	95715431	87284	+	chr13	107959114	107959141	-	-1	-1
chr3	88578057	88578083	164033	+	chr2	155737679	155737705	-	-1	-1
chr3	137900056	137900084	100898	+	chr2	155311776	155311802	-	-1	-1
chr3	32939862	32939890	207078	+	chr3	33824958	33824984	-	-1	-1
chr3	88647725	88647752	1986	+	chr4	62151446	62151471	+	-1	-1
chr3	96558265	96558293	8784	+	chr7	26878892	26878918	+	-1	-1
chr3	96558265	96558293	244609	+	chr8	67937262	67937289	+	-1	-1
chr3	90085345	90085371	102714	+	chr3	95082154	95082181	+	-1	-1
chr3	104954412	104954438	176509	+	chr3	105869705	105869730	-	-1	-1
chr3	90298668	90298695	12914	+	chr3	135944074	135944100	+	-1	-1
chr3	31096799	31096826	217903	+	chr3	58834902	58834927	-	-1	-1
chr3	87628946	87628972	239982	+	chr3	100490745	100490771	+	-1	-1
chr3	127562956	127562983	244212	+	chr2	29360088	29360114	+	-1	-1
chr3	90081511	90081538	196585	+	chr13	44692636	44692662	+	-1	-1
chr3	135443689	135443716	122045	+	chr3	135578088	135578114	-	-1	-1
chr3	88864452	88864478	248268	+	chr3	13873687	13873712	-	-1	-1
chr3	90522847	90522874	179621	+	chr8	78916968	78916993	+	-1	-1
chr3	152787946	152787973	164310	+	chr3	105124609	105124636	-	-1	-1
chr3	94857163	94857190	91663	+	chr3	95060195	95060220	+	-1	-1
chr3	31117383	31117408	122552	+	chr7	79014298	79014324	+	-1	-1
chr3	40990808	40990835	52035	+	chrX	159744461	159744487	-	-1	-1
chr3	5860693	5860719	101590	+	chr4	23311907	23311932	+	-1	-1
chr3	5860693	5860720	123054	+	chrX	43982123	43982149	+	-1	-1
chr3	5860693	5860720	64200	+	chr12	26008782	26008809	+	-1	-1
chr3	88694561	88694588	70213	+	chr3	108911385	108911412	-	-1	-1
chr3	136760266	136760293	114705	+	chr3	95124972	95124999	+	-1	-1
chr3	90486981	90487008	204735	+	chr7	134943108	134943134	+	-1	-1
chr3	137864745	137864772	47674	+	chr14	123276998	123277023	+	-1	-1
chr3	88960757	88960784	228215	+	chr3	88982101	88982127	-	-1	-1
chr3	152788027	152788054	248275	+	chr11	63411802	63411828	-	-1	-1
chr3	107962593	107962621	245577	+	chr18	75541942	75541968	+	-1	-1
chr3	58537576	58537604	150191	+	chr18	28720441	28720468	+	-1	-1
chr3	96328564	96328591	46596	+	chr5	151403058	151403084	+	-1	-1
chr3	96328564	96328591	192845	+	chr8	72348631	72348657	+	-1	-1
chr3	96328564	96328591	106183	+	chr4	139289502	139289528	-	-1	-1
chr3	96328564	96328591	100545	+	chr18	83056992	83057018	+	-1	-1
chr3	5860692	5860719	5413	+	chr6	84334854	84334880	+	-1	-1
chr3	5860692	5860719	184730	+	chr17	86854034	86854059	+	-1	-1
chr3	95638582	95638609	22922	+	chr5	30066999	30067025	+	-1	-1
chr3	154885519	154885545	35049	+	chr11	96905503	96905529	-	-1	-1
chr3	86147492	86147519	20214	+	chr3	84418988	84419014	-	-1	-1
chr3	105964676	105964703	118750	+	chr11	52350539	52350565	-	-1	-1
chr3	135457170	135457197	172844	+	chr5	107069055	107069081	-	-1	-1
chr3	67129748	67129774	45319	+	chr8	96788957	96788982	-	-1	-1
chr3	5860637	5860663	117763	+	chr9	75635482	75635508	-	-1	-1
chr3	135456155	135456181	6356	+	chr10	30771588	30771613	-	-1	-1
chr3	103003734	103003761	169164	+	chr1	192425304	192425330	+	-1	-1
chr3	103151035	103151062	167474	+	chr17	75481856	75481882	-	-1	-1
chr3	95772535	95772561	170000	+	chr2	167910605	167910630	-	-1	-1
chr3	88727307	88727334	26037	+	chr3	87349719	87349740	-	-1	-1
chr3	117631531	117631557	91873	+	chr4	125949625	125949650	+	-1	-1
chr3	89776161	89776188	171330	+	chr8	106648448	106648473	+	-1	-1
chr3	103106384	103106411	181525	+	chr1	88735978	88736005	+	-1	-1
chr3	88554816	88554842	243144	+	chr4	118215729	118215754	+	-1	-1
chr3	95486602	95486628	158901	+	chr15	34112638	34112664	-	-1	-1
chr3	135497499	135497525	229538	+	chr3	135918219	135918246	+	-1	-1
chr3	152227658	152227684	196759	+	chr3	39442430	39442456	+	-1	-1
chr3	103326997	103327025	121396	+	chr9	53405352	53405379	+	-1	-1
chr3	135459230	135459257	26295	+	chr18	81867248	81867274	+	-1	-1
chr3	90063047	90063074	217573	+	chr3	90062466	90062492	-	-1	-1
chr3	96107852	96107878	118344	+	chr3	52545073	52545099	-	-1	-1
chr3	86078566	86078592	7862	+	chr3	65895105	65895130	-	-1	-1
chr3	88705471	88705498	189857	+	chrX	83483417	83483443	+	-1	-1
chr3	74653251	74653275	207992	+	chr9	107698772	107698798	+	-1	-1
chr3	88640908	88640934	178433	+	chr10	36711961	36711987	-	-1	-1
chr3	5860724	5860752	22896	+	chr9	7898883	7898909	-	-1	-1
chr3	103291371	103291398	192375	+	chr15	58527814	58527840	+	-1	-1
chr3	86455412	86455440	111705	+	chr3	88235005	88235031	-	-1	-1
chr3	90090561	90090587	81829	+	chr3	90498478	90498504	+	-1	-1
chr3	35833231	35833258	65645	+	chr7	13027222	13027247	-	-1	-1
chr3	5860730	5860758	239314	+	chr4	152796661	152796688	+	-1	-1
chr3	5860730	5860758	37521	+	chr11	74832698	74832724	+	-1	-1
chr3	135442899	135442926	196488	+	chr3	147935351	147935377	-	-1	-1
chr3	5860640	5860668	126869	+	chr6	21412080	21412106	+	-1	-1
chr3	90080742	90080768	180657	+	chr6	50876599	50876624	-	-1	-1
chr3	90478053	90478081	213291	+	chr3	90021424	90021450	+	-1	-1
chr3	96561656	96561682	231010	+	chr15	86671731	86671757	+	-1	-1
chr3	94867218	94867244	70015	+	chr3	94217360	94217385	+	-1	-1
chr3	109827674	109827702	20756	+	chrX	12941501	12941527	-	-1	-1
chr3	103118039	103118067	76987	+	chr13	12899815	12899841	-	-1	-1
chr3	135447285	135447311	54077	+	chr3	65834483	65834509	+	-1	-1
chr3	104940938	104940964	136386	+	chr5	35907608	35907634	-	-1	-1
chr3	90344491	90344519	55378	+	chr3	95051347	95051373	-	-1	-1
chr3	104908767	104908793	210085	+	chr16	26584355	26584381	+	-1	-1
chr3	26535662	26535690	175736	+	chr3	126761992	126762018	-	-1	-1
chr3	95496638	95496664	40301	+	chr17	88495529	88495555	+	-1	-1
chr3	88687361	88687388	37772	+	chr2	46992121	46992146	+	-1	-1
chr3	86429746	86429772	223581	+	chr8	72473128	72473153	+	-1	-1
chr3	152232367	152232393	245312	+	chr2	181318338	181318364	+	-1	-1
chr3	88952092	88952118	210577	+	chr3	94569943	94569970	+	-1	-1
chr3	36068612	36068639	182586	+	chr2	126906744	126906770	+	-1	-1
chr3	112760802	112760830	121279	+	chr11	46315326	46315352	+	-1	-1
chr3	103281037	103281065	230015	+	chr3	60417397	60417422	-	-1	-1
chr3	47801281	47801307	114554	+	chr14	27987743	27987769	+	-1	-1
chr3	90392335	90392362	178320	+	chr15	97407295	97407321	-	-1	-1
chr3	108871359	108871385	89836	+	chr16	42200217	42200243	-	-1	-1
chr3	104280291	104280319	225958	+	chr19	56003453	56003480	-	-1	-1
chr3	103027347	103027368	118131	+	chr9	123534068	123534095	+	-1	-1
chr3	10771826	10771853	188822	+	chr18	24710203	24710229	-	-1	-1
chr3	31017033	31017060	217238	+	chr14	20933836	20933861	+	-1	-1
chr3	86119417	86119444	232412	+	chr1	131329996	131330022	+	-1	-1
chr3	88329837	88329864	235794	+	chr3	88329967	88329993	-	-1	-1
chr3	96775814	96775841	114602	+	chr3	124209042	124209067	-	-1	-1
chr3	86103470	86103496	245310	+	chr1	62945506	62945531	+	-1	-1
chr3	88966051	88966077	11951	+	chr3	69275643	69275669	+	-1	-1
chr3	67123024	67123052	931	+	chr7	6787661	6787687	+	-1	-1
chr3	95627906	95627932	138857	+	chr8	4275322	4275348	-	-1	-1
chr3	144578156	144578183	127232	+	chr3	52383100	52383126	-	-1	-1
chr3	86224351	86224378	191525	+	chr7	118251934	118251960	+	-1	-1
chr3	5860678	5860706	201043	+	chr7	127362257	127362283	-	-1	-1
chr3	5860678	5860705	50901	+	chr15	62776596	62776621	-	-1	-1
chr3	5860683	5860709	28796	+	chr18	68232750	68232776	-	-1	-1
chr3	103330925	103330952	26966	+	chr3	103015876	103015902	+	-1	-1
chr3	104647140	104647166	38647	+	chr3	150430128	150430154	-	-1	-1
chr3	72587503	72587529	142129	+	chr12	81163738	81163763	+	-1	-1
chr3	152234106	152234133	188134	+	chr12	111032296	111032322	-	-1	-1
chr3	88700962	88700989	186357	+	chr11	23909834	23909860	+	-1	-1
chr3	103340208	103340234	99971	+	chr3	103641289	103641316	+	-1	-1
chr3	36155071	36155097	246246	+	chr18	69660842	69660867	+	-1	-1
chr3	135532163	135532190	16633	+	chr2	18735152	18735177	+	-1	-1
chr3	96561552	96561579	30031	+	chr12	89569163	89569188	+	-1	-1
chr3	145146318	145146345	194111	+	chr2	70474148	70474174	+	-1	-1
chr3	96641846	96641873	116768	+	chr3	96703604	96703630	-	-1	-1
chr3	129538982	129539009	62061	+	chr19	35269089	35269115	-	-1	-1
chr3	31034296	31034323	227282	+	chr3	30682483	30682509	-	-1	-1
chr3	152775059	152775085	190830	+	chr3	132177814	132177840	-	-1	-1
chr3	103923495	103923523	129993	+	chr17	93300980	93301006	+	-1	-1
chr3	93138254	93138280	136590	+	chr10	80504207	80504233	-	-1	-1
chr3	103280781	103280808	67276	+	chr3	123005841	123005867	+	-1	-1
chr3	108737290	108737313	162911	+	chr11	94836144	94836170	+	-1	-1
chr3	36075407	36075434	197315	+	chr8	33653785	33653812	-	-1	-1
chr3	40999194	40999222	119706	+	chr3	77327610	77327637	+	-1	-1
chr3	103147529	103147556	183890	+	chr7	86214742	86214767	+	-1	-1
chr3	105966201	105966229	74641	+	chr12	76148212	76148238	-	-1	-1
chr3	67352276	67352304	94019	+	chr3	149685097	149685122	+	-1	-1
chr3	86120635	86120662	173732	+	chr3	86353512	86353537	+	-1	-1
chr3	89784988	89785014	46455	+	chr13	64677154	64677180	-	-1	-1
chr3	96275314	96275341	105422	+	chr12	33839139	33839165	-	-1	-1
chr3	90094752	90094779	208058	+	chr19	30398322	30398347	-	-1	-1
chr3	103162205	103162233	119011	+	chr3	102995964	102995991	+	-1	-1
chr3	89031743	89031770	43890	+	chr3	89347757	89347782	+	-1	-1
chr3	67090514	67090541	50503	+	chr3	67134764	67134789	-	-1	-1
chr3	102997408	102997435	94188	+	chr3	132890938	132890963	+	-1	-1
chr3	103308346	103308372	18636	+	chr4	43261587	43261613	+	-1	-1
chr3	5860638	5860664	211097	+	chr1	108632069	108632095	+	-1	-1
chr3	86080764	86080790	10012	+	chr13	51957942	51957968	-	-1	-1
chr3	144255897	144255920	167894	+	chr5	75847577	75847603	+	-1	-1
chr3	104932524	104932551	128616	+	chr6	145906634	145906660	-	-1	-1
chr3	103976419	103976447	245705	+	chr12	103239695	103239721	+	-1	-1
chr3	84898117	84898143	113277	+	chr8	118806806	118806832	-	-1	-1
chr3	90065777	90065803	217894	+	chr1	88303875	88303901	-	-1	-1
chr3	145047857	145047884	160863	+	chr7	83782737	83782763	-	-1	-1
chr3	95822050	95822077	153413	+	chr8	80834892	80834918	+	-1	-1
chr3	153263292	153263320	121368	+	chr9	63186005	63186031	-	-1	-1
chr3	103327854	103327882	113930	+	chr5	111371428	111371455	+	-1	-1
chr3	129609438	129609466	207904	+	chr17	71964153	71964179	-	-1	-1
chr3	69557497	69557525	44230	+	chr9	21392334	21392360	+	-1	-1
chr3	152227771	152227797	150608	+	chr3	154912298	154912324	-	-1	-1
chr3	145749886	145749910	18019	+	chr3	145749633	145749659	-	-1	-1
chr3	103293785	103293811	191451	+	chr3	103335998	103336022	-	-1	-1
chr3	88999059	88999086	42201	+	chr18	24950142	24950168	+	-1	-1
chr3	129627887	129627910	87910	+	chr11	80447175	80447200	-	-1	-1
chr3	67109848	67109875	230696	+	chr3	104333381	104333407	-	-1	-1
chr3	154623489	154623515	17774	+	chr3	157917048	157917074	-	-1	-1
chr3	138859020	138859047	82339	+	chr3	138528803	138528829	-	-1	-1
chr3	98076801	98076828	47402	+	chr5	90837419	90837445	+	-1	-1
chr3	95631797	95631823	242031	+	chr3	109936876	109936902	+	-1	-1
chr3	135489528	135489555	225537	+	chr3	133049811	133049836	-	-1	-1
chr3	40652872	40652900	8870	+	chr3	85652407	85652433	+	-1	-1
chr3	95491093	95491122	126511	+	chr3	34078599	34078625	-	-1	-1
chr3	90357471	90357498	7811	+	chr10	56678967	56678993	-	-1	-1
chr3	5860743	5860771	161093	+	chr6	140919540	140919565	+	-1	-1
chr3	27053794	27053820	85740	+	chr10	86327527	86327552	-	-1	-1
chr3	58449498	58449525	27510	+	chr6	33921272	33921298	+	-1	-1
chr3	143071844	143071871	139957	+	chr19	35436456	35436482	-	-1	-1
chr3	95776046	95776073	38074	-	chr3	95765499	95765525	+	-1	-1
chr3	108904271	108904298	178988	-	chr13	55127368	55127394	-	-1	-1
chr3	104159787	104159814	125808	-	chr19	26589325	26589350	-	-1	-1
chr3	138983688	138983715	205963	-	chr17	80944451	80944477	-	-1	-1
chr3	90013979	90014006	223072	-	chr3	89883748	89883774	-	-1	-1
chr3	129996292	129996319	154978	-	chr6	124895489	124895514	-	-1	-1
chr3	95797115	95797143	226844	-	chr3	159427187	159427213	-	-1	-1
chr3	103999878	103999904	37527	-	chr3	102420754	102420780	-	-1	-1
chr3	27507971	27507998	105687	-	chr3	25389574	25389600	+	-1	-1
chr3	90007209	90007236	182530	-	chr1	162808308	162808333	-	-1	-1
chr3	144528403	144528431	102062	-	chrX	24063808	24063833	+	-1	-1
chr3	95797093	95797119	134705	-	chr13	10903703	10903730	+	-1	-1
chr3	73231160	73231186	53957	-	chr3	73316832	73316857	-	-1	-1
chr3	75886626	75886652	168255	-	chr19	43088600	43088625	-	-1	-1
chr3	13430576	13430603	235571	-	chr4	123446482	123446508	+	-1	-1
chr3	95758676	95758703	130221	-	chr3	95858900	95858926	-	-1	-1
chr3	135617559	135617585	103477	-	chr10	118508989	118509015	+	-1	-1
chr3	133476498	133476525	200137	-	chr6	124729051	124729077	+	-1	-1
chr3	30919522	30919550	241496	-	chr7	25302142	25302169	-	-1	-1
chr3	27516612	27516638	221813	-	chr3	27359091	27359117	-	-1	-1
chr3	133486220	133486247	212542	-	chr3	63137066	63137093	-	-1	-1
chr3	95845433	95845459	79053	-	chr3	88663287	88663312	+	-1	-1
chr3	133486592	133486619	84636	-	chr11	98217596	98217622	-	-1	-1
chr3	95514544	95514580	177157	-	chr3	94837425	94837451	+	-1	-1
chr3	30948212	30948239	50143	-	chr12	33254765	33254791	-	-1	-1
chr3	95786494	95786521	62513	-	chr8	12796762	12796788	+	-1	-1
chr3	135659854	135659881	194098	-	chr3	138669359	138669385	+	-1	-1
chr3	145588231	145588258	73945	-	chr1	78254068	78254094	+	-1	-1
chr3	36568984	36569011	51502	-	chr2	72744099	72744125	-	-1	-1
chr3	95254126	95254152	201569	-	chr3	95173919	95173946	+	-1	-1
chr3	9604849	9604877	111677	-	chr16	4653646	4653672	-	-1	-1
chr3	9579045	9579073	141249	-	chr3	83370727	83370752	-	-1	-1
chr3	104208631	104208658	137956	-	chr2	90902238	90902264	+	-1	-1
chr3	95322252	95322278	137500	-	chr3	89347522	89347549	+	-1	-1
chr3	104791326	104791353	149680	-	chr3	104786292	104786319	-	-1	-1
chr3	142814912	142814939	9431	-	chr3	148047424	148047451	+	-1	-1
chr3	84166354	84166381	174500	-	chr7	110232816	110232842	-	-1	-1
chr3	95322905	95322932	131087	-	chr15	80673971	80673997	+	-1	-1
chr3	135622335	135622363	66291	-	chr3	135236065	135236092	-	-1	-1
chr3	108733060	108733085	131299	-	chr10	121998109	121998134	-	-1	-1
chr3	19869927	19869953	5032	-	chr9	47967685	47967711	-	-1	-1
chr3	86815113	86815139	7989	-	chr11	120715232	120715259	+	-1	-1
chr3	10984126	10984154	30526	-	chr2	13751578	13751603	-	-1	-1
chr3	22974812	22974839	71196	-	chr9	77019186	77019213	+	-1	-1
chr3	86768387	86768413	224698	-	chr3	58511194	58511220	+	-1	-1
chr3	130041395	130041426	157163	-	chr3	130067096	130067121	-	-1	-1
chr3	153261951	153261977	150674	-	chr3	148788829	148788856	+	-1	-1
chr3	89767884	89767911	225713	-	chr3	89504924	89504950	+	-1	-1
chr3	87080021	87080048	130436	-	chr10	76320367	76320394	+	-1	-1
chr3	129983080	129983107	214710	-	chr4	68475830	68475856	-	-1	-1
chr3	122292992	122293019	23941	-	chr8	123146336	123146362	-	-1	-1
chr3	52060506	52060533	159992	-	chr5	133657982	133658008	-	-1	-1
chr3	128837037	128837064	158436	-	chr6	84964502	84964528	-	-1	-1
chr3	99140008	99140035	181721	-	chr6	50380541	50380567	+	-1	-1
chr3	96623445	96623471	176931	-	chr7	53769218	53769243	-	-1	-1
chr3	32581582	32581609	6816	-	chr3	32743706	32743732	+	-1	-1
chr3	9559147	9559174	48539	-	chr3	9263108	9263133	-	-1	-1
chr3	154017380	154017407	176965	-	chr19	23962389	23962416	-	-1	-1
chr3	144520167	144520194	148884	-	chr3	145796911	145796937	-	-1	-1
chr3	95341370	95341397	65672	-	chr1	84040697	84040722	+	-1	-1
chr3	153341359	153341386	121047	-	chrX	61970918	61970943	-	-1	-1
chr3	108139081	108139109	35302	-	chr3	108131943	108131968	+	-1	-1
chr3	88594153	88594180	194973	-	chr3	88594710	88594736	+	-1	-1
chr3	40983192	40983219	70990	-	chr12	91691620	91691646	-	-1	-1
chr3	104177971	104177998	132889	-	chr11	115508644	115508669	+	-1	-1
