rna_chr	rna_bgn	rna_end	id	rna_strand	dna_chr	dna_start	dna_end	dna_strand	gene_name	gene_type
chr15	59050101	59050127	176252	-	chr5	100466290	100466315	-	ENSG00000241640	processed_pseudogene
chr15	59050056	59050082	39099	-	chr15	65842940	65842967	+	ENSG00000241640	processed_pseudogene
chr8	54522888	54522915	245920	-	chr13	81885683	81885709	+	SEC11B	processed_pseudogene
chr19	8724137	8724164	33694	+	chr12	81857752	81857779	+	OR2Z1	protein_coding
chr19	8725377	8725404	72387	+	chr7	130578721	130578747	+	OR2Z1	protein_coding
chr19	8725924	8725951	192054	+	chr7	107362388	107362412	+	OR2Z1	protein_coding
chr19	8725379	8725406	48962	+	chr9	64175989	64176015	+	OR2Z1	protein_coding
chr19	8724460	8724487	118874	+	chr19	8725039	8725064	+	OR2Z1	protein_coding
chr19	8724573	8724600	236938	+	chr4	88710182	88710208	+	OR2Z1	protein_coding
chr19	8725983	8726010	150037	+	chr19	3648849	3648874	-	OR2Z1	protein_coding
chr19	8725127	8725153	225164	+	chr19	11799117	11799142	-	OR2Z1	protein_coding
chr19	8724917	8724943	19280	+	chr15	97694885	97694911	+	OR2Z1	protein_coding
chr19	8725377	8725404	71763	+	chr14	19895050	19895075	+	OR2Z1	protein_coding
chr19	8725616	8725643	16770	+	chr18	52684680	52684707	-	OR2Z1	protein_coding
chr19	8724582	8724609	180909	+	chr2	129051736	129051763	-	OR2Z1	protein_coding
chr19	8724913	8724933	17009	+	chr19	24554680	24554705	+	OR2Z1	protein_coding
chr19	8725370	8725396	176396	+	chr7	92642269	92642294	+	OR2Z1	protein_coding
chr19	8724913	8724941	53493	+	chr11	50798647	50798674	-	OR2Z1	protein_coding
chr19	8725629	8725656	220343	+	chr8	107891412	107891438	-	OR2Z1	protein_coding
chr19	8725629	8725656	80223	+	chr15	41512248	41512273	+	OR2Z1	protein_coding
chr19	8725629	8725656	123140	+	chr8	42945175	42945201	+	OR2Z1	protein_coding
chr19	8725629	8725656	156054	+	chr17	86861144	86861170	+	OR2Z1	protein_coding
chr19	8725629	8725656	65832	+	chr10	85754716	85754741	-	OR2Z1	protein_coding
chr19	8724575	8724601	196408	+	chr11	24054029	24054055	+	OR2Z1	protein_coding
chr16	87467361	87467388	119441	+	chr16	87415359	87415386	+	ENSG00000276393	unprocessed_pseudogene
chr2	130282380	130282406	202896	-	chr10	127277624	127277650	+	MTND6P8	unprocessed_pseudogene
chr9	21321718	21321744	132286	+	chr9	21482523	21482549	+	IFNA20P	unprocessed_pseudogene
chr5	40679144	40679170	7068	-	chr11	51598994	51599019	+	ENSG00000289540	lncRNA
chr14	21841621	21841649	149485	+	chr13	94585711	94585737	-	TRAV12-1	TR_V_gene
chr16	22434175	22434201	214406	-	chr16	22608966	22608992	-	RRN3P3	transcribed_unprocessed_pseudogene
chr16	22429904	22429931	203464	-	chr10	94755279	94755305	+	RRN3P3	transcribed_unprocessed_pseudogene
chr7	102153886	102153914	135211	-	chr7	110345170	110345196	+	ENSG00000261535	lncRNA
chr7	102154401	102154428	74744	-	chr7	102483385	102483410	+	ENSG00000261535	lncRNA
chr17	63332536	63332563	209892	-	chr14	72879924	72879949	-	ENSG00000271919	transcribed_processed_pseudogene
chr4	56760900	56760927	62268	-	chr2	32722149	32722175	-	ENSG00000227040	processed_pseudogene
chrM	14838	14866	37792	+	chr11	68363343	68363369	-	MT-CYB	protein_coding
chrM	15187	15215	88426	+	chr11	22988698	22988724	+	MT-CYB	protein_coding
chr16	51149415	51149441	146886	+	chr17	16935325	16935350	+	ENSG00000261238	lncRNA
chr11	86821474	86821502	61751	-	chr11	87083294	87083319	-	MOB4P2	processed_pseudogene
chr13	112811927	112811954	134081	+	chr13	83021966	83021992	-	ENSG00000277545	lncRNA
chr19	46788772	46788799	218085	+	chr4	35440464	35440490	+	ENSG00000275719	lncRNA
chr19	46788627	46788653	65828	+	chr19	38073833	38073859	+	ENSG00000275719	lncRNA
chr11	86244395	86244420	152459	-	chr11	100353589	100353614	+	ENSG00000288809	lncRNA
chr3	57530631	57530657	234819	-	chr16	24473214	24473240	-	ENSG00000237186	processed_pseudogene
chr17	56595160	56595186	8895	+	chr17	56562395	56562420	-	NOG	protein_coding
chr17	56594580	56594607	136019	+	chr3	155086326	155086352	+	NOG	protein_coding
chr17	56593973	56594000	237297	+	chr3	146616929	146616955	-	NOG	protein_coding
chr11	103403799	103403827	94182	-	chr11	103412643	103412669	+	MTCO2P15	processed_pseudogene
chr7	133035564	133035591	64001	-	chr7	133186326	133186351	+	ENSG00000283041	processed_pseudogene
chr7	133035712	133035738	234358	-	chr7	134439313	134439338	-	ENSG00000283041	processed_pseudogene
chr2	130276843	130276869	3602	+	chr2	128764241	128764267	-	MTATP6P7	unprocessed_pseudogene
chr14	21643114	21643141	32965	+	chr2	21109990	21110015	+	TRAV1-2	TR_V_gene
chr13	24751086	24751113	8730	-	chr16	35698869	35698895	-	ANKRD20A10P	processed_pseudogene
chr13	24751086	24751113	67469	-	chr5	27457150	27457176	+	ANKRD20A10P	processed_pseudogene
chr11	5330769	5330795	101288	-	chr3	108121691	108121717	+	OR51B8P	unprocessed_pseudogene
chr12	74292711	74292737	22335	+	chr11	100990962	100990988	-	VENTXP3	processed_pseudogene
chr9	97076926	97076952	16617	-	chr2	104705205	104705231	+	GAS2L1P2	transcribed_processed_pseudogene
chr9	97076616	97076642	96281	-	chr5	120598708	120598734	-	GAS2L1P2	transcribed_processed_pseudogene
chr9	97076929	97076956	37946	-	chr12	16654418	16654444	-	GAS2L1P2	transcribed_processed_pseudogene
chr9	97076618	97076645	12263	-	chr9	35305435	35305461	-	GAS2L1P2	transcribed_processed_pseudogene
chr9	97078071	97078098	100404	-	chr9	118086747	118086772	-	GAS2L1P2	transcribed_processed_pseudogene
chr9	97077686	97077713	553	-	chr13	48503202	48503228	-	GAS2L1P2	transcribed_processed_pseudogene
chr9	97076742	97076768	154129	-	chr13	24653820	24653846	+	GAS2L1P2	transcribed_processed_pseudogene
chr9	97076161	97076188	71990	-	chr7	4695606	4695632	-	GAS2L1P2	transcribed_processed_pseudogene
chr19	4787764	4787791	112887	-	chr2	49861527	49861552	+	ENSG00000268536	lncRNA
chr19	4786851	4786878	104725	-	chr9	101145152	101145177	-	ENSG00000268536	lncRNA
chr19	4787955	4787982	989	-	chr2	34432406	34432431	+	ENSG00000268536	lncRNA
chr19	4788681	4788708	245991	-	chr4	67883116	67883142	+	ENSG00000268536	lncRNA
chr19	4788566	4788593	175917	-	chr19	4807191	4807216	-	ENSG00000268536	lncRNA
chr19	4786598	4786626	213412	-	chr8	84291307	84291333	+	ENSG00000268536	lncRNA
chr19	4787259	4787286	9876	-	chr12	4532509	4532535	+	ENSG00000268536	lncRNA
chr19	4787449	4787476	222614	-	chr13	113499890	113499915	-	ENSG00000268536	lncRNA
chr5	146261019	146261045	149165	+	chr11	11181469	11181495	-	RBM27	protein_coding
chr5	146261012	146261039	241368	+	chr2	19451154	19451181	-	RBM27	protein_coding
chr5	146261011	146261037	21199	+	chr3	59531019	59531045	-	RBM27	protein_coding
chr5	146261028	146261054	232487	+	chr9	95001507	95001534	-	RBM27	protein_coding
chr5	146261011	146261037	82860	+	chr2	45197688	45197715	+	RBM27	protein_coding
chr5	146261028	146261055	207584	+	chr5	54027602	54027628	+	RBM27	protein_coding
chr5	146261293	146261319	52943	+	chr18	36643752	36643778	+	RBM27	protein_coding
chr5	146261028	146261055	194197	+	chr13	15117182	15117209	+	RBM27	protein_coding
chr5	146261023	146261051	223908	+	chr9	85569745	85569770	+	RBM27	protein_coding
chr5	146261019	146261045	195762	+	chr14	20816181	20816208	+	RBM27	protein_coding
chr5	146261023	146261051	245909	+	chr11	26103156	26103183	-	RBM27	protein_coding
chr5	146261017	146261043	137566	+	chr13	16970100	16970126	-	RBM27	protein_coding
chr5	146261166	146261193	117792	+	chr15	70818629	70818655	+	RBM27	protein_coding
chr5	146261023	146261051	191684	+	chr4	35118047	35118074	-	RBM27	protein_coding
chr5	146261166	146261193	92640	+	chr19	7634874	7634900	+	RBM27	protein_coding
chr5	146261023	146261051	74098	+	chr14	8297662	8297687	+	RBM27	protein_coding
chr5	146261018	146261045	40356	+	chr2	59859614	59859640	+	RBM27	protein_coding
chr5	146261242	146261269	232083	+	chr4	9613085	9613111	+	RBM27	protein_coding
chr5	146261242	146261269	24673	+	chr19	52515831	52515858	-	RBM27	protein_coding
chr5	146261273	146261299	232490	+	chr4	39056516	39056543	-	RBM27	protein_coding
chr5	146261011	146261038	172083	+	chr3	52193641	52193667	+	RBM27	protein_coding
chr5	146261273	146261299	137518	+	chr3	147030143	147030169	-	RBM27	protein_coding
chr5	146261273	146261299	236786	+	chr6	132710395	132710421	+	RBM27	protein_coding
chr5	146261273	146261299	185576	+	chr3	61602797	61602823	+	RBM27	protein_coding
chr5	146261273	146261300	151141	+	chr4	24223523	24223549	+	RBM27	protein_coding
chr5	146261023	146261050	79713	+	chr19	5622526	5622551	-	RBM27	protein_coding
chr5	146261273	146261300	27445	+	chr5	111271060	111271086	-	RBM27	protein_coding
chr5	146261011	146261039	239124	+	chr1	48961727	48961753	-	RBM27	protein_coding
chr5	146261019	146261045	16646	+	chr14	90698741	90698767	-	RBM27	protein_coding
chr5	146261273	146261300	51286	+	chr17	48566886	48566911	-	RBM27	protein_coding
chr5	146261019	146261046	172997	+	chr1	3906069	3906095	-	RBM27	protein_coding
chr5	146261019	146261046	21900	+	chr2	86155149	86155175	-	RBM27	protein_coding
chr5	146261019	146261046	217321	+	chr1	184742657	184742682	+	RBM27	protein_coding
chr5	146261023	146261051	70475	+	chr9	16551199	16551225	+	RBM27	protein_coding
chr5	146261007	146261034	230002	+	chr10	119066083	119066109	-	RBM27	protein_coding
chr5	146261027	146261053	53224	+	chr5	106361510	106361536	+	RBM27	protein_coding
chr5	146261027	146261054	56633	+	chr13	108602041	108602068	-	RBM27	protein_coding
chr5	146261026	146261054	79481	+	chr10	47212162	47212188	+	RBM27	protein_coding
chr5	146261025	146261052	73396	+	chr15	4782742	4782769	-	RBM27	protein_coding
chr5	146261025	146261052	90670	+	chr10	5425343	5425369	+	RBM27	protein_coding
chr5	146261025	146261053	83475	+	chr10	40409568	40409594	-	RBM27	protein_coding
chr5	146261024	146261051	227364	+	chr18	35499461	35499487	+	RBM27	protein_coding
chr5	146261024	146261051	194808	+	chr9	119361639	119361665	+	RBM27	protein_coding
chr5	146261024	146261051	181199	+	chr6	148789345	148789370	+	RBM27	protein_coding
chr5	146261014	146261041	138497	+	chr6	93448053	93448078	-	RBM27	protein_coding
chr5	146261271	146261298	182472	+	chr11	116581489	116581514	+	RBM27	protein_coding
chr5	146261271	146261298	231781	+	chr8	10556331	10556357	+	RBM27	protein_coding
chr5	146235928	146235955	2550	+	chr12	12725256	12725281	+	RBM27	protein_coding
chr5	146261163	146261190	166368	+	chr8	36534618	36534644	+	RBM27	protein_coding
chr5	146261163	146261189	72891	+	chr13	101731034	101731059	-	RBM27	protein_coding
chr5	146261020	146261047	58586	+	chr8	72557445	72557471	+	RBM27	protein_coding
chr5	146261007	146261034	130563	+	chr1	16472885	16472910	-	RBM27	protein_coding
chr5	146261007	146261034	114539	+	chr19	28020476	28020502	-	RBM27	protein_coding
chr5	146261007	146261034	229493	+	chr8	78725238	78725264	+	RBM27	protein_coding
chr5	146261026	146261053	118100	+	chr2	32742543	32742569	-	RBM27	protein_coding
chr5	146261026	146261053	60303	+	chr2	157743113	157743139	-	RBM27	protein_coding
chr5	146261026	146261053	239285	+	chr19	19800225	19800251	-	RBM27	protein_coding
chr5	146261023	146261049	89322	+	chr18	20511383	20511409	+	RBM27	protein_coding
chr5	146261027	146261054	121618	+	chr4	11999318	11999344	-	RBM27	protein_coding
chr5	146261007	146261034	46308	+	chr17	87369469	87369495	+	RBM27	protein_coding
chr5	146261027	146261054	125630	+	chr19	16517929	16517955	+	RBM27	protein_coding
chr5	146261027	146261054	221508	+	chrX	71023540	71023565	+	RBM27	protein_coding
chr5	146261027	146261054	181930	+	chr14	91381574	91381599	-	RBM27	protein_coding
chr5	146261023	146261049	20300	+	chr19	5599033	5599059	+	RBM27	protein_coding
chr5	146260111	146260139	219994	+	chr5	138995132	138995157	+	RBM27	protein_coding
chr5	146262205	146262232	421	+	chr5	92980776	92980802	+	RBM27	protein_coding
chr5	146261026	146261053	116504	+	chr16	7518212	7518237	-	RBM27	protein_coding
chr5	146261026	146261053	153669	+	chr3	83820514	83820540	+	RBM27	protein_coding
chr5	146261026	146261053	112509	+	chr3	136543777	136543804	+	RBM27	protein_coding
chr5	146261026	146261053	6399	+	chr5	88276851	88276877	-	RBM27	protein_coding
chr5	146261026	146261053	90453	+	chr19	18456751	18456776	-	RBM27	protein_coding
chr5	146261026	146261053	32173	+	chr7	28253011	28253037	-	RBM27	protein_coding
chr5	146261026	146261053	212705	+	chr1	44545640	44545666	+	RBM27	protein_coding
chr5	146261026	146261053	18246	+	chr10	83703540	83703566	-	RBM27	protein_coding
chr5	146261027	146261054	205633	+	chr12	112984005	112984031	-	RBM27	protein_coding
chr5	146269260	146269287	62717	+	chr5	149978008	149978034	+	RBM27	protein_coding
chr5	146232063	146232090	129517	+	chr5	146235705	146235732	-	RBM27	protein_coding
chr5	146261004	146261030	201208	+	chr2	89301366	89301392	-	RBM27	protein_coding
chr5	146261164	146261191	163214	+	chr10	96609624	96609650	+	RBM27	protein_coding
chr5	146261009	146261035	181576	+	chr11	63604837	63604863	-	RBM27	protein_coding
chr5	146261016	146261043	144734	+	chr6	19778584	19778610	-	RBM27	protein_coding
chr5	146261016	146261043	213391	+	chr3	97536149	97536174	-	RBM27	protein_coding
chr5	146280066	146280093	17235	+	chr8	110935849	110935874	-	RBM27	protein_coding
chr5	146261010	146261036	3442	+	chr9	117353422	117353448	+	RBM27	protein_coding
chr5	146261016	146261043	241532	+	chr15	76403995	76404021	-	RBM27	protein_coding
chr5	146261284	146261310	209806	+	chr11	65167628	65167653	+	RBM27	protein_coding
chr5	146258475	146258501	221089	+	chr11	79931753	79931779	+	RBM27	protein_coding
chr5	146261016	146261043	127727	+	chr8	50226060	50226086	+	RBM27	protein_coding
chr5	146261016	146261043	107785	+	chr3	8855508	8855534	+	RBM27	protein_coding
chr5	146261010	146261037	161513	+	chr16	97911338	97911364	+	RBM27	protein_coding
chr5	146261004	146261031	95183	+	chr3	68907452	68907478	+	RBM27	protein_coding
chr5	146261292	146261318	172822	+	chr5	68097879	68097905	-	RBM27	protein_coding
chr5	146261016	146261042	79344	+	chr9	20452357	20452383	+	RBM27	protein_coding
chr5	146261016	146261043	144277	+	chr1	116834670	116834696	-	RBM27	protein_coding
chr5	146261291	146261318	217750	+	chr10	124886937	124886963	-	RBM27	protein_coding
chr5	146261004	146261032	249134	+	chr3	53336668	53336694	-	RBM27	protein_coding
chr5	146261016	146261043	115407	+	chr15	12650446	12650472	+	RBM27	protein_coding
chr5	146261004	146261032	197913	+	chr11	94571538	94571564	-	RBM27	protein_coding
chr5	146247254	146247281	197341	+	chr11	54906665	54906691	-	RBM27	protein_coding
chr5	146261014	146261040	217928	+	chr8	13953213	13953239	+	RBM27	protein_coding
chr5	146261010	146261037	164262	+	chr3	26105654	26105680	-	RBM27	protein_coding
chr11	69073536	69073562	151572	+	chr16	15215055	15215082	+	TPCN2	protein_coding
chr11	69073535	69073562	35169	+	chr7	18652777	18652803	-	TPCN2	protein_coding
chr11	69073535	69073562	145372	+	chr9	100833743	100833768	+	TPCN2	protein_coding
chr11	69073535	69073562	12065	+	chr4	151994190	151994216	-	TPCN2	protein_coding
chr11	69073535	69073562	79882	+	chr5	64726501	64726527	+	TPCN2	protein_coding
chr11	69073536	69073562	120009	+	chr4	133530078	133530104	-	TPCN2	protein_coding
chr11	69073535	69073562	56350	+	chr14	31467423	31467449	-	TPCN2	protein_coding
chr11	69073535	69073562	245094	+	chr5	70772129	70772155	-	TPCN2	protein_coding
chr11	69073535	69073562	77606	+	chr14	19975301	19975327	-	TPCN2	protein_coding
chr11	69073535	69073562	142355	+	chr15	18685329	18685355	+	TPCN2	protein_coding
chr11	69073536	69073562	243464	+	chr1	151490726	151490752	-	TPCN2	protein_coding
chr11	69073535	69073562	226816	+	chr2	42484504	42484530	+	TPCN2	protein_coding
chr11	69073535	69073562	77353	+	chr8	83138476	83138502	+	TPCN2	protein_coding
chr11	69073535	69073562	11400	+	chr11	19635647	19635672	+	TPCN2	protein_coding
chr11	69073535	69073562	21315	+	chr17	11093076	11093102	+	TPCN2	protein_coding
chr11	69073535	69073562	957	+	chr18	5844284	5844310	-	TPCN2	protein_coding
chr11	69073535	69073562	161493	+	chr17	39844058	39844085	+	TPCN2	protein_coding
chr11	69073535	69073562	135646	+	chr3	99400313	99400339	+	TPCN2	protein_coding
chr11	69073535	69073562	190637	+	chr17	31132740	31132766	-	TPCN2	protein_coding
chr11	69073535	69073562	142706	+	chr2	78734204	78734230	+	TPCN2	protein_coding
chr11	69073535	69073562	152276	+	chr11	91654840	91654866	-	TPCN2	protein_coding
chr11	69073536	69073562	151798	+	chr5	34876566	34876593	-	TPCN2	protein_coding
chr11	69073536	69073562	160632	+	chr6	148424677	148424704	+	TPCN2	protein_coding
chr11	69073536	69073562	96766	+	chr1	161071914	161071940	+	TPCN2	protein_coding
chr11	69073536	69073562	408	+	chr18	39298837	39298863	+	TPCN2	protein_coding
chr11	69073536	69073562	140137	+	chr9	40232105	40232131	-	TPCN2	protein_coding
chr11	69073536	69073562	143278	+	chr6	57957347	57957373	-	TPCN2	protein_coding
chr11	69073536	69073562	64570	+	chr11	28846671	28846696	-	TPCN2	protein_coding
chr11	69073536	69073562	98530	+	chr18	19547621	19547647	+	TPCN2	protein_coding
chr11	69073535	69073562	203661	+	chr19	22600211	22600237	+	TPCN2	protein_coding
chr11	69073536	69073562	135445	+	chr19	3623137	3623163	-	TPCN2	protein_coding
chr11	69073536	69073562	21395	+	chr16	15872630	15872656	-	TPCN2	protein_coding
chr11	69073536	69073562	47578	+	chr1	160087653	160087678	+	TPCN2	protein_coding
chr11	69073536	69073562	58868	+	chr6	28175352	28175379	+	TPCN2	protein_coding
chr11	69073535	69073562	112687	+	chr12	29550708	29550733	+	TPCN2	protein_coding
chr11	69073532	69073558	173942	+	chr14	15360765	15360791	-	TPCN2	protein_coding
chr11	69073535	69073562	210248	+	chr15	28940175	28940200	-	TPCN2	protein_coding
chr11	69073536	69073562	173556	+	chr10	4860454	4860480	+	TPCN2	protein_coding
chr11	69073536	69073562	110829	+	chr19	18687259	18687284	-	TPCN2	protein_coding
chr11	69073532	69073558	239415	+	chr5	141124173	141124199	-	TPCN2	protein_coding
chr11	69073535	69073562	115049	+	chr17	39845367	39845393	+	TPCN2	protein_coding
chr11	69073536	69073562	19051	+	chr3	34535430	34535457	-	TPCN2	protein_coding
chr11	69073535	69073562	245361	+	chr14	29582210	29582235	+	TPCN2	protein_coding
chr11	69073535	69073562	145059	+	chr11	65050692	65050717	-	TPCN2	protein_coding
chr11	69073536	69073562	159362	+	chr13	35079455	35079482	-	TPCN2	protein_coding
chr11	69073535	69073562	60708	+	chr1	83683832	83683858	+	TPCN2	protein_coding
chr11	69073536	69073562	31908	+	chr15	6544421	6544448	-	TPCN2	protein_coding
chr11	69073536	69073562	145283	+	chr7	132673956	132673982	-	TPCN2	protein_coding
chr11	69073536	69073562	143434	+	chr9	96908203	96908229	-	TPCN2	protein_coding
chr11	69073536	69073562	123262	+	chr17	48084832	48084857	-	TPCN2	protein_coding
chr11	69073536	69073562	53183	+	chr13	18746095	18746122	+	TPCN2	protein_coding
chr11	69073536	69073562	68780	+	chr19	41684212	41684237	-	TPCN2	protein_coding
chr11	69073536	69073562	134846	+	chr10	62516879	62516905	+	TPCN2	protein_coding
chr11	69073536	69073562	133614	+	chr8	57855344	57855370	+	TPCN2	protein_coding
chr11	69073535	69073562	231746	+	chr17	39843774	39843800	-	TPCN2	protein_coding
chr11	69073536	69073562	5064	+	chr9	115270145	115270171	-	TPCN2	protein_coding
chr11	69073535	69073562	200682	+	chr18	29738623	29738649	-	TPCN2	protein_coding
chr11	69073536	69073562	70078	+	chr17	39844272	39844297	+	TPCN2	protein_coding
chr11	69073536	69073562	120808	+	chr9	6923128	6923154	+	TPCN2	protein_coding
chr11	69073535	69073562	96526	+	chr5	60861105	60861131	+	TPCN2	protein_coding
chr11	69073443	69073470	161768	+	chr16	17822328	17822354	-	TPCN2	protein_coding
chr11	69073535	69073562	90376	+	chr6	41057865	41057891	+	TPCN2	protein_coding
chr11	69073535	69073562	44027	+	chr14	120280234	120280260	-	TPCN2	protein_coding
chr11	69073466	69073491	247342	+	chr1	101783965	101783991	+	TPCN2	protein_coding
chr11	69073535	69073562	83944	+	chr1	15058503	15058529	+	TPCN2	protein_coding
chr11	69073535	69073562	135113	+	chr16	64236397	64236422	-	TPCN2	protein_coding
chr11	69073535	69073562	136261	+	chr8	126188274	126188300	+	TPCN2	protein_coding
chr11	69073535	69073562	110979	+	chr11	17347352	17347378	+	TPCN2	protein_coding
chr11	69073535	69073562	15908	+	chr5	115697499	115697525	+	TPCN2	protein_coding
chr11	69073535	69073562	99275	+	chr2	75163607	75163632	+	TPCN2	protein_coding
chr11	69073535	69073562	198289	+	chr1	47263638	47263659	+	TPCN2	protein_coding
chr11	69073535	69073562	23920	+	chrX	11048240	11048265	+	TPCN2	protein_coding
chr11	69073535	69073562	20851	+	chr17	39847233	39847258	-	TPCN2	protein_coding
chr11	69073463	69073489	170493	+	chr8	123640136	123640162	+	TPCN2	protein_coding
chr11	69073536	69073562	11973	+	chr1	26817467	26817493	-	TPCN2	protein_coding
chr11	69073536	69073562	70255	+	chr2	152554048	152554074	-	TPCN2	protein_coding
chr11	69124293	69124320	129254	+	chr11	17037297	17037323	-	TPCN2	protein_coding
chr11	69073443	69073470	180015	+	chr5	103073254	103073279	-	TPCN2	protein_coding
chr11	69073529	69073556	231924	+	chr18	37159627	37159653	-	TPCN2	protein_coding
chr11	69073536	69073562	165980	+	chr9	42102499	42102525	+	TPCN2	protein_coding
chr11	69073536	69073562	92150	+	chr15	59693348	59693374	+	TPCN2	protein_coding
chr11	69073534	69073561	153468	+	chr5	37250371	37250396	+	TPCN2	protein_coding
chr11	69073533	69073561	213652	+	chr5	134982185	134982211	-	TPCN2	protein_coding
chr11	69073534	69073561	243878	+	chr13	100704645	100704672	-	TPCN2	protein_coding
chr11	69124306	69124333	101405	+	chr6	137980351	137980376	+	TPCN2	protein_coding
chr11	69073536	69073563	124424	+	chr18	75237680	75237707	-	TPCN2	protein_coding
chr11	69073536	69073562	149685	+	chr19	42012965	42012991	-	TPCN2	protein_coding
chr11	69073535	69073562	93123	+	chr8	71695379	71695405	-	TPCN2	protein_coding
chr11	69073535	69073562	26396	+	chr3	92865303	92865328	+	TPCN2	protein_coding
chr11	69073536	69073562	86199	+	chr7	13247100	13247127	+	TPCN2	protein_coding
chr11	69073535	69073562	74875	+	chr1	112453758	112453783	-	TPCN2	protein_coding
chr11	69073535	69073562	46203	+	chr12	77906150	77906170	+	TPCN2	protein_coding
chr11	69073535	69073562	126641	+	chr18	89109487	89109513	-	TPCN2	protein_coding
chr11	69073535	69073562	243937	+	chr7	43712389	43712416	+	TPCN2	protein_coding
chr11	69073535	69073562	55869	+	chr14	92690665	92690690	+	TPCN2	protein_coding
chr11	69073535	69073562	170368	+	chr5	54192869	54192895	-	TPCN2	protein_coding
chr11	69073535	69073562	5918	+	chr19	23738343	23738368	+	TPCN2	protein_coding
chr11	69073535	69073562	66365	+	chr16	43973436	43973461	+	TPCN2	protein_coding
chr11	69073442	69073469	84254	+	chr5	8867135	8867160	+	TPCN2	protein_coding
chr11	69073535	69073562	82552	+	chr8	5475266	5475292	-	TPCN2	protein_coding
chr11	69073535	69073562	115498	+	chrX	89854398	89854424	+	TPCN2	protein_coding
chr11	69073535	69073562	91941	+	chr7	85293861	85293887	+	TPCN2	protein_coding
chr11	69073538	69073564	68755	+	chr6	83192731	83192757	-	TPCN2	protein_coding
chr11	55476243	55476270	41384	+	chr11	87135435	87135460	-	OR4A50P	unprocessed_pseudogene
chr11	55476610	55476637	17653	+	chr2	168392664	168392690	-	OR4A50P	unprocessed_pseudogene
chr11	55477921	55477948	188225	+	chr7	138451175	138451201	-	OR4A50P	unprocessed_pseudogene
chr11	20574292	20574318	52951	+	chr9	53894684	53894709	-	HMGB1P40	processed_pseudogene
chr1	165581690	165581720	203310	+	chr9	10471902	10471928	+	ENSG00000237783	processed_pseudogene
chr8	94891833	94891861	161608	+	chr12	4749815	4749841	-	ENSG00000243979	processed_pseudogene
chr5	33520409	33520436	68641	-	chr2	176751521	176751547	+	ENSG00000250583	lncRNA
chr5	33520105	33520132	156076	-	chr18	34389358	34389384	-	ENSG00000250583	lncRNA
chr5	33520250	33520277	162536	-	chr5	33536130	33536155	-	ENSG00000250583	lncRNA
chr5	119680419	119680447	181404	+	chr5	31619368	31619394	-	ENSG00000234259	processed_pseudogene
chr5	60460322	60460348	156754	-	chr6	6142081	6142107	+	SETP21	processed_pseudogene
chr18	66069518	66069544	100151	-	chr6	140554298	140554323	+	PRPF19P1	processed_pseudogene
chr6	29138572	29138599	100894	-	chr4	52073365	52073392	-	OR2N1P	transcribed_unprocessed_pseudogene
chr11	5469285	5469312	172087	-	chr6	62260242	62260269	+	OR51A10P	unitary_pseudogene
chr17	3241308	3241335	121376	+	chrX	155331282	155331308	-	OR1D4	transcribed_unprocessed_pseudogene
chr11	5200160	5200186	145365	-	chr11	4056530	4056557	+	OR51V1	protein_coding
chr11	5431470	5431497	186707	-	chr11	5190318	5190344	-	OR51K1P	unprocessed_pseudogene
chr11	4787231	4787258	24976	+	chr13	59468125	59468150	+	OR51N1P	unprocessed_pseudogene
chr11	18864149	18864176	136470	-	chr9	14130406	14130431	+	MRGPRX7P	unprocessed_pseudogene
chr3	98391317	98391344	134390	+	chr13	55964659	55964680	-	OR5K3	protein_coding
chr11	87491064	87491090	56842	+	chr3	149997353	149997379	+	ENSG00000279701	TEC
chr2	73306796	73306823	9495	-	chr1	122283542	122283568	-	ENSG00000287435	lncRNA
chr2	73306089	73306116	15652	-	chr2	73429743	73429768	-	ENSG00000287435	lncRNA
chr16	32788449	32788476	194921	+	chr3	159684961	159684986	-	ENSG00000279795	TEC
chr8	104419770	104419798	151921	-	chr9	109884569	109884595	+	ENSG00000179577	lncRNA
chr8	104420551	104420578	127127	-	chr18	43279919	43279945	+	ENSG00000179577	lncRNA
chr3	143503293	143503317	214228	-	chr5	35831566	35831592	-	GAPDHP47	processed_pseudogene
chr11	88408293	88408320	158231	-	chr11	56012002	56012027	+	GAPDHP70	processed_pseudogene
chr2	27307403	27307430	213053	-	chr2	27006940	27006967	-	UCN	protein_coding
chr16	34136169	34136195	140494	-	chr16	33535124	33535150	-	DUX4L45	processed_pseudogene
chr12	4324326	4324352	136868	-	chr9	22762239	22762264	+	ENSG00000213970	transcribed_processed_pseudogene
chr15	79832928	79832955	140167	-	chr12	106988707	106988733	-	ENSG00000259548	lncRNA
chr11	49883664	49883691	44038	+	chr11	96587506	96587532	-	ENSG00000254800	transcribed_unprocessed_pseudogene
chr9	75402498	75402523	151120	-	chr13	84293046	84293072	+	ENSG00000235707	processed_pseudogene
chr2	61765443	61765469	62337	+	chr2	20410426	20410452	+	ENSG00000289855	lncRNA
chr16	14824270	14824297	25600	-	chr6	25104615	25104643	-	ABCC6P2	lncRNA
chr15	55588671	55588697	77476	+	chr8	24326390	24326416	-	ENSG00000285805	lncRNA
chr11	62337026	62337052	198264	-	chr19	36793972	36793998	+	ENSG00000255118	lncRNA
chr9	62801768	62801795	165193	-	chr9	62941255	62941282	+	ENSG00000287168	lncRNA
